THANKS	thanks	395690.0
WANTED	wanted	392510.0
KIND	kind	392242.0
COMING	coming	389949.0
HOUSE	house	388585.0
EVERY	every	388520.0
THROUGH	through	388127.0
BEING	being	386528.0
COURSE	course	381816.0
STAY	stay	378726.0
LEFT	left	378587.0
DAD	dad	378540.0
ENOUGH	enough	376973.0
HAPPENED	happened	375703.0
CAME	came	374486.0
MAY	may	373526.0
MOTHER	mother	372846.0
WRONG	wrong	370949.0
WORLD	world	370620.0
BAD	bad	369996.0
MIGHT	might	367145.0
THREE	three	366626.0
TODAY	today	366395.0
LISTEN	listen	365791.0
ANOTHER	another	365421.0
UNDERSTAND	understand	365210.0
HEAR	hear	360665.0
REMEMBER	remember	358291.0
ASK	ask	354323.0
OWN	own	352542.0
SAME	same	348167.0
SHOW	show	347408.0
ELSE	else	340756.0
KILL	kill	339509.0
TALKING	talking	337629.0
FOUND	found	337382.0
NEXT	next	335573.0
GETTING	getting	331186.0
CARE	care	330956.0
CAR	car	330261.0
LOOKING	looking	326550.0
SON	son	325997.0
TRY	try	325748.0
WOMAN	woman	324673.0
WENT	went	321824.0
DEAD	dead	317589.0
MANY	many	314850.0
MIND	mind	312927.0
WASN	wasn	312240.0
FRIEND	friend	308204.0
BEST	best	307071.0
MOM	mom	305139.0
HELL	hell	304275.0
MORNING	morning	303550.0
TRYING	trying	303288.0
BOY	boy	302508.0
TOGETHER	together	302404.0
YOURSELF	yourself	302013.0
JOB	job	298911.0
SAW	saw	297985.0
FAMILY	family	294543.0
REAL	real	294536.0
WITHOUT	without	290509.0
BABY	baby	290496.0
ROOM	room	290206.0
WOULDN	wouldn	288422.0
ALREADY	already	287837.0
MOVE	move	283807.0
MOST	most	283006.0
SEEN	seen	282420.0
LIVE	live	281046.0
MISS	miss	280930.0
ACTUALLY	actually	279595.0
HUH	huh	274656.0
SHIT	shit	273312.0
BOTH	both	270720.0
HEARD	heard	269851.0
ONCE	once	269704.0
READY	ready	267268.0
HEAD	head	266844.0
CALLED	called	264588.0
USED	used	263566.0
IDEA	idea	263097.0
KNEW	knew	262988.0
HOLD	hold	262367.0
HAPPY	happy	262141.0
DOOR	door	261118.0
SUCH	such	261104.0
FUCK	fuck	260121.0
BROTHER	brother	259877.0
ALSO	also	259803.0
PRETTY	pretty	259500.0
BIT	bit	258929.0
TOOK	took	258808.0
HAVEN	haven	258463.0
YET	yet	257947.0
MEN	men	257319.0
WHOLE	whole	257109.0
START	start	256417.0
USE	use	256079.0
WHILE	while	255970.0
SINCE	since	254427.0
WIFE	wife	254038.0
DAYS	days	253171.0
GUESS	guess	250320.0
TOMORROW	tomorrow	248729.0
MATTER	matter	247812.0
MEET	meet	247466.0
BRING	bring	247343.0
TONIGHT	tonight	246514.0
EVERYONE	everyone	246032.0
RUN	run	244200.0
WANNA	wanna	243109.0
HARD	hard	242871.0
ALONE	alone	240475.0
MYSELF	myself	240460.0
SCHOOL	school	240176.0
GONE	gone	240082.0
END	end	237387.0
SAYING	saying	236600.0
PHONE	phone	235246.0
PLAY	play	233865.0
LOOKS	looks	233814.0
COULDN	couldn	233368.0
FUCKING	fucking	232845.0
PROBLEM	problem	232325.0
FEW	few	231375.0
FRIENDS	friends	230464.0
GOTTA	gotta	230351.0
AGO	ago	229751.0
OPEN	open	229669.0
ANYONE	anyone	228332.0
KILLED	killed	228297.0
HOPE	hope	226993.0
FACE	face	225482.0
UNTIL	until	225171.0
LOST	lost	222398.0
POLICE	police	221380.0
EXCUSE	excuse	219855.0
TURN	turn	218563.0
BUSINESS	business	215855.0
CASE	case	215274.0
WANTS	wants	215149.0
SAYS	says	215090.0
TRUE	true	214773.0
DIE	die	214062.0
HEART	heart	213914.0
SOON	soon	213279.0
EACH	each	211943.0
WORRY	worry	211329.0
LATER	later	208878.0
YEAR	year	208705.0
WATCH	watch	207949.0
MUSIC	music	207205.0
HAND	hand	206247.0
HAVING	having	206106.0
PROBABLY	probably	202736.0
BEAUTIFUL	beautiful	200811.0
DOCTOR	doctor	198424.0
SIT	sit	198149.0
EAT	eat	197654.0
THINKING	thinking	195875.0
YOUNG	young	194810.0
SECOND	second	193687.0
WORKING	working	193172.0
WATER	water	193014.0
PERSON	person	192652.0
PART	part	192248.0
KIDS	kids	192050.0
LATE	late	191989.0
STUFF	stuff	190629.0
EXACTLY	exactly	189513.0
UNDER	under	189347.0
DEATH	death	189000.0
MINUTE	minute	188958.0
PAY	pay	188822.0
CRAZY	crazy	188767.0
FORGET	forget	188628.0
EVERYBODY	everybody	188532.0
KID	kid	187858.0
CHANGE	change	186962.0
GAVE	gave	186445.0
HAPPEN	happen	186041.0
DAMN	damn	184228.0
FIVE	five	183626.0
DRINK	drink	182580.0
FAR	far	182287.0
KNOWS	knows	181663.0
ITS	its	180594.0
WHATEVER	whatever	180082.0
EYES	eyes	179260.0
SHUT	shut	178378.0
AREN	aren	178286.0
HIT	hit	177770.0
TAKING	taking	177667.0
EASY	easy	177337.0
TIMES	times	176522.0
CHECK	check	176507.0
HANDS	hands	176291.0
MINUTES	minutes	175091.0
DEAL	deal	174929.0
DIFFERENT	different	174657.0
MEANS	means	174311.0
POINT	point	174205.0
INSIDE	inside	174081.0
MAKES	makes	172281.0
ASKED	asked	171740.0
SOMEBODY	somebody	171596.0
MINE	mine	170636.0
MAKING	making	169037.0
BODY	body	168798.0
AFRAID	afraid	168774.0
SLEEP	sleep	168103.0
CHANCE	chance	167981.0
DEAR	dear	167351.0
QUITE	quite	166980.0
FOUR	four	166957.0
ANYWAY	anyway	166702.0
CLOSE	close	166677.0
AIN	ain	166551.0
PARTY	party	166137.0
FUN	fun	165693.0
AGAINST	against	165033.0
WORD	word	164938.0
COMES	comes	164503.0
IMPORTANT	important	164386.0
SET	set	164165.0
SHALL	shall	164162.0
STORY	story	164040.0
NUMBER	number	163259.0
DAUGHTER	daughter	163071.0
LEAST	least	162905.0
WAITING	waiting	162571.0
HURT	hurt	161421.0
WISH	wish	160204.0
MOMENT	moment	159995.0
FIGHT	fight	159911.0
WEEK	week	159444.0
HUSBAND	husband	159394.0
GIRLS	girls	159061.0
REST	rest	158976.0
MARRIED	married	157817.0
FIRE	fire	157532.0
GAME	game	157501.0
NOBODY	nobody	157014.0
CHILDREN	children	156181.0
SIDE	side	155667.0
STAND	stand	155391.0
READ	read	154667.0
THOUGH	though	154479.0
CUT	cut	154407.0
STARTED	started	154345.0
SISTER	sister	154095.0
SUPPOSED	supposed	153117.0
BETWEEN	between	152520.0
CHILD	child	151864.0
GOES	goes	151195.0
HOURS	hours	151156.0
SPEAK	speak	150927.0
WOMEN	women	150803.0
BEHIND	behind	148469.0
ALMOST	almost	148405.0
TRUTH	truth	148389.0
BLOOD	blood	147913.0
ABLE	able	147205.0
LADY	lady	147121.0
ANYMORE	anymore	146903.0
PLAYING	playing	146615.0
GETS	gets	146064.0
SHOT	shot	144772.0
REASON	reason	144399.0
TROUBLE	trouble	143235.0
BREAK	break	143107.0
WAR	war	142825.0
CITY	city	142573.0
WALK	walk	142055.0
TOWN	town	141835.0
TRUST	trust	141327.0
MET	met	141208.0
OFFICE	office	141140.0
QUESTION	question	140970.0
BROUGHT	brought	140661.0
YOURS	yours	140553.0
WELCOME	welcome	140327.0
HIGH	high	140078.0
WOW	wow	139593.0
COUPLE	couple	138996.0
HALF	half	138527.0
DIED	died	138432.0
COOL	cool	138139.0
FREE	free	137598.0
EITHER	either	137448.0
SEEMS	seems	136699.0
POWER	power	136611.0
WHOA	whoa	136564.0
BYE	bye	136276.0
BUY	buy	136137.0
TELLING	telling	136109.0
HONEY	honey	135631.0
TRIED	tried	135401.0
FRONT	front	135341.0
TEAM	team	134358.0
ANSWER	answer	134088.0
GUN	gun	133072.0
BOYS	boys	132594.0
LINE	line	132433.0
SEND	send	131999.0
NEWS	news	131599.0
STUPID	stupid	131497.0
BED	bed	131445.0
HURRY	hurry	130182.0
FULL	full	129735.0
MONTHS	months	129732.0
SAVE	save	129390.0
SOMETIMES	sometimes	128779.0
BECOME	become	128716.0
ALONG	along	128220.0
HATE	hate	128153.0
FOOD	food	127657.0
OUTSIDE	outside	127251.0
LIGHT	light	126657.0
NEEDS	needs	126398.0
DOG	dog	125769.0
COUNTRY	country	125731.0
CLEAR	clear	125730.0
ORDER	order	125446.0
FACT	fact	124995.0
LORD	lord	124880.0
CAPTAIN	captain	124874.0
SIX	six	124087.0
HOT	hot	123994.0
FUNNY	funny	123924.0
BLACK	black	123718.0
ALIVE	alive	122833.0
PICK	pick	122698.0
FEELING	feeling	122065.0
LIVING	living	121552.0
CAUSE	cause	121264.0
AHEAD	ahead	120295.0
LOSE	lose	118712.0
KING	king	118230.0
PLAN	plan	118129.0
DINNER	dinner	117970.0
SIGHS	sighs	117410.0
SORT	sort	117267.0
LEAVING	leaving	117050.0
SHOULDN	shouldn	117029.0
RUNNING	running	116973.0
BOSS	boss	116736.0
ALRIGHT	alright	116629.0
PROMISE	promise	115908.0
TAKEN	taken	115236.0
SAFE	safe	114104.0
BOOK	book	113963.0
SENT	sent	113959.0
WHITE	white	112881.0
HOUR	hour	112782.0
ANYBODY	anybody	112582.0
SMALL	small	112316.0
PERFECT	perfect	112229.0
LIVES	lives	110583.0
SPECIAL	special	110344.0
PARENTS	parents	110206.0
JOHN	john	109966.0
HIMSELF	himself	109748.0
PERHAPS	perhaps	109240.0
SOUNDS	sounds	109140.0
SERIOUS	serious	108774.0
SICK	sick	108596.0
COMPANY	company	108073.0
SCARED	scared	107906.0
UNCLE	uncle	107826.0
POOR	poor	107444.0
RED	red	106589.0
PAST	past	106439.0
EARTH	earth	106394.0
POSSIBLE	possible	106080.0
SHOOT	shoot	106067.0
TOUCH	touch	105846.0
SOUND	sound	105298.0
TOP	top	105282.0
ASS	ass	105009.0
LAUGHS	laughs	104913.0
CANNOT	cannot	103913.0
ASKING	asking	102974.0
WIN	win	102956.0
GLAD	glad	102848.0
CONTROL	control	102782.0
HMM	hmm	102607.0
HUMAN	human	102595.0
DRIVE	drive	102436.0
HAIR	hair	101852.0
JACK	jack	101666.0
BITCH	bitch	101302.0
LUCK	luck	101228.0
MURDER	murder	101133.0
HAPPENS	happens	100847.0
AIR	air	100137.0
TEN	ten	100133.0
DADDY	daddy	100005.0
FINALLY	finally	99904.0
CHUCKLES	chuckles	99607.0
FAST	fast	99084.0
COLD	cold	99032.0
SEEM	seem	98575.0
LAUGHING	laughing	98420.0
WORDS	words	98242.0
HOSPITAL	hospital	98076.0
STREET	street	98007.0
HANG	hang	97778.0
DANCE	dance	97339.0
MEETING	meeting	97328.0
TILL	till	97044.0
OTHERS	others	96631.0
CATCH	catch	96609.0
FOLLOW	follow	96529.0
SENSE	sense	96442.0
SEX	sex	96431.0
LIE	lie	95930.0
EVENING	evening	95321.0
MASTER	master	95131.0
KNOWN	known	95125.0
DREAM	dream	95089.0
WRITE	write	94964.0
MILLION	million	94514.0
VOICE	voice	94104.0
SWEET	sweet	94057.0
RATHER	rather	94057.0
FELT	felt	93826.0
SIGN	sign	92512.0
LUCKY	lucky	92377.0
SOMEWHERE	somewhere	92265.0
BET	bet	91573.0
JESUS	jesus	91143.0
LONGER	longer	91035.0
CALLING	calling	90868.0
WORKED	worked	90771.0
QUIET	quiet	90552.0
LOOKED	looked	90441.0
LESS	less	90011.0
PULL	pull	89880.0
BEAT	beat	89787.0
CAREFUL	careful	89667.0
COFFEE	coffee	89650.0
RETURN	return	89451.0
SECRET	secret	89236.0
WEEKS	weeks	88925.0
WEREN	weren	88427.0
DATE	date	88407.0
SEEING	seeing	88192.0
FALL	fall	87762.0
GIVEN	given	87738.0
OOH	ooh	87683.0
FAULT	fault	87420.0
STRAIGHT	straight	87378.0
TAKES	takes	86959.0
SONG	song	86877.0
FUTURE	future	86832.0
GENTLEMEN	gentlemen	86660.0
LOVED	loved	86138.0
CHANGED	changed	86133.0
ROAD	road	85751.0
CALM	calm	85638.0
WONDERFUL	wonderful	85617.0
MAD	mad	85366.0
TURNED	turned	85279.0
DROP	drop	85186.0
LADIES	ladies	85029.0
LEARN	learn	84936.0
STEP	step	84882.0
ABSOLUTELY	absolutely	84856.0
EARLY	early	84836.0
EXPLAIN	explain	84368.0
CLEAN	clean	84238.0
PIECE	piece	84224.0
YESTERDAY	yesterday	83823.0
THROW	throw	83679.0
PICTURE	picture	83461.0
LAND	land	83422.0
FEET	feet	83295.0
WONDER	wonder	82903.0
QUESTIONS	questions	82887.0
SPEAKING	speaking	82769.0
WORTH	worth	82559.0
DARLING	darling	82240.0
DUDE	dude	82190.0
GIVING	giving	82085.0
PRESIDENT	president	81980.0
EYE	eye	81953.0
QUICK	quick	81548.0
MOVING	moving	81193.0
FIGURE	figure	81048.0
STATE	state	80818.0
STRONG	strong	80501.0
SAM	sam	80423.0
NONE	none	80315.0
AMAZING	amazing	80267.0
ONES	ones	79546.0
WORKS	works	79323.0
ACT	act	79020.0
NEEDED	needed	78920.0
WEIRD	weird	78317.0
LAW	law	78264.0
WORRIED	worried	78083.0
REPORT	report	77824.0
GOODBYE	goodbye	77514.0
MISSING	missing	77326.0
CHOICE	choice	77197.0
HAPPENING	happening	77052.0
CHIEF	chief	76951.0
WEDDING	wedding	76940.0
STRANGE	strange	76863.0
GENERAL	general	76816.0
PAIN	pain	76799.0
KIDDING	kidding	76744.0
DECIDED	decided	76683.0
PASS	pass	76635.0
TIRED	tired	76540.0
CLASS	class	76489.0
OFFICER	officer	76015.0
KEPT	kept	75930.0
WAKE	wake	75776.0
WORSE	worse	75595.0
BUSY	busy	75557.0
MISTAKE	mistake	74957.0
KISS	kiss	74790.0
COURT	court	74580.0
BUILDING	building	74492.0
FINISH	finish	74299.0
DURING	during	74298.0
AGE	age	74262.0
SHIP	ship	74224.0
CAUGHT	caught	74060.0
MARRY	marry	73938.0
MEANT	meant	73929.0
SELL	sell	73802.0
DARK	dark	73770.0
WATCHING	watching	73700.0
SYSTEM	system	73678.0
SUPPOSE	suppose	73465.0
EVIDENCE	evidence	73113.0
MOVIE	movie	73070.0
RIDE	ride	73070.0
COMPLETELY	completely	72777.0
MOUTH	mouth	72733.0
TOTALLY	totally	72478.0
BIRTHDAY	birthday	72140.0
FORGIVE	forgive	71915.0
BORN	born	71906.0
IMAGINE	imagine	71873.0
INFORMATION	information	71840.0
INSTEAD	instead	71571.0
DEFINITELY	definitely	71524.0
SECURITY	security	71503.0
CERTAINLY	certainly	71435.0
FILM	film	71407.0
MONTH	month	71163.0
LYING	lying	71098.0
UNLESS	unless	70979.0
TRAIN	train	70974.0
SEVEN	seven	70968.0
WEAR	wear	70955.0
CLOTHES	clothes	70929.0
MICHAEL	michael	70741.0
HOTEL	hotel	70659.0
CHRISTMAS	christmas	70624.0
ATTACK	attack	70583.0
HASN	hasn	70449.0
ROUND	round	70043.0
EXPECT	expect	69614.0
SING	sing	69575.0
TERRIBLE	terrible	69499.0
GEORGE	george	69441.0
BAG	bag	69186.0
HISTORY	history	69119.0
BLUE	blue	68839.0
NEAR	near	68790.0
BROKE	broke	68629.0
STATION	station	68571.0
SERIOUSLY	seriously	68524.0
FOREVER	forever	68510.0
DAVID	david	68505.0
FRANK	frank	68472.0
EXCEPT	except	68440.0
THINKS	thinks	68354.0
MESSAGE	message	68305.0
ENTIRE	entire	68282.0
JOE	joe	68244.0
TABLE	table	67702.0
TALKED	talked	67666.0
ACROSS	across	67595.0
ROCK	rock	67361.0
LOVELY	lovely	67236.0
HANDLE	handle	67089.0
MIDDLE	middle	66734.0
BUDDY	buddy	66718.0
PAID	paid	66526.0
PROTECT	protect	66508.0
USING	using	66503.0
FLOOR	floor	66456.0
RAN	ran	66177.0
SWEAR	swear	66157.0
SPEND	spend	66119.0
SITUATION	situation	66029.0
RING	ring	66018.0
ANYWHERE	anywhere	65981.0
DANGEROUS	dangerous	65974.0
BILL	bill	65959.0
YORK	york	65880.0
ARMY	army	65795.0
LEAD	lead	65756.0
BOUGHT	bought	65752.0
FINISHED	finished	65659.0
FAIR	fair	65474.0
SUN	sun	65448.0
LETTER	letter	65448.0
FOOL	fool	65432.0
ATTENTION	attention	65421.0
CLUB	club	65275.0
SIMPLE	simple	65090.0
INTERESTING	interesting	65082.0
SPACE	space	64991.0
TEST	test	64969.0
BOX	box	64788.0
GROUP	group	64761.0
SINGLE	single	64614.0
SITTING	sitting	64521.0
MARRIAGE	marriage	64465.0
JOIN	join	64456.0
FEAR	fear	64352.0
PEACE	peace	64262.0
FORGOT	forgot	64169.0
FORCE	force	63737.0
SHORT	short	63714.0
NORMAL	normal	63676.0
CHARLIE	charlie	63672.0
PRESENT	present	63307.0
ENJOY	enjoy	63294.0
MIKE	mike	63219.0
CRIME	crime	63084.0
HORSE	horse	62923.0
GROUND	ground	62860.0
AMERICAN	american	62835.0
COUNT	count	62763.0
AREA	area	62755.0
CHARGE	charge	62746.0
HONOR	honor	62722.0
LUNCH	lunch	62582.0
MILES	miles	62523.0
RADIO	radio	62502.0
IDIOT	idiot	62357.0
BALL	ball	62325.0
SURPRISE	surprise	62170.0
PAPER	paper	62166.0
KEY	key	62153.0
BOAT	boat	62148.0
QUICKLY	quickly	62072.0
GOLD	gold	61935.0
BAR	bar	61927.0
FISH	fish	61813.0
MARK	mark	61805.0
TOM	tom	61785.0
WEARING	wearing	61749.0
CRYING	crying	61698.0
ACCIDENT	accident	61671.0
GOVERNMENT	government	61646.0
EIGHT	eight	61400.0
FELL	fell	61371.0
COVER	cover	61052.0
CERTAIN	certain	61050.0
INTERESTED	interested	61029.0
DEEP	deep	60938.0
STAR	star	60903.0
SEA	sea	60812.0
AGREE	agree	60716.0
PROBLEMS	problems	60633.0
DETECTIVE	detective	60633.0
PRISON	prison	60581.0
MAJOR	major	60560.0
STICK	stick	60548.0
OFFER	offer	60444.0
DIFFICULT	difficult	60404.0
SMART	smart	60397.0
PERSONAL	personal	60381.0
RECORD	record	60360.0
STOPPED	stopped	60200.0
HIDE	hide	60133.0
WHETHER	whether	59993.0
BANK	bank	59962.0
TRIP	trip	59906.0
RELAX	relax	59715.0
AMERICA	america	59703.0
PUBLIC	public	59687.0
LIST	list	59557.0
AFTERNOON	afternoon	59466.0
BRAIN	brain	59464.0
FIX	fix	59349.0
BASTARD	bastard	59332.0
PROUD	proud	59309.0
TEA	tea	59277.0
SERVICE	service	59277.0
SCREAMING	screaming	59151.0
FORWARD	forward	59064.0
ANGRY	angry	58748.0
PARK	park	58713.0
SOUL	soul	58677.0
FIGHTING	fighting	58657.0
PETER	peter	58654.0
RICH	rich	58651.0
AGENT	agent	58608.0
BLOW	blow	58531.0
PAUL	paul	58529.0
DRESS	dress	58429.0
MARY	mary	58366.0
MISSED	missed	58324.0
SCENE	scene	58017.0
KILLING	killing	57890.0
STANDING	standing	57866.0
SAVED	saved	57667.0
RESPECT	respect	57647.0
KILLER	killer	57555.0
ICE	ice	57545.0
MESS	mess	57542.0
TOUGH	tough	57486.0
FEELS	feels	57388.0
CHURCH	church	57254.0
SAD	sad	57179.0
CELL	cell	57033.0
DRUNK	drunk	56919.0
SHARE	share	56854.0
CAMERA	camera	56757.0
WITHIN	within	56709.0
CARD	card	56659.0
FLY	fly	56595.0
BEN	ben	56502.0
GIRLFRIEND	girlfriend	56475.0
LAUGH	laugh	56460.0
SMELL	smell	56399.0
BROKEN	broken	56391.0
MUM	mum	56281.0
HONEST	honest	56234.0
OFTEN	often	55998.0
STARTING	starting	55979.0
CALLS	calls	55940.0
SPENT	spent	55836.0
THIRD	third	55750.0
ENGLISH	english	55677.0
VISIT	visit	55638.0
MAMA	mama	55372.0
JUDGE	judge	55336.0
WINDOW	window	55285.0
HUNGRY	hungry	55259.0
DARE	dare	55131.0
RELATIONSHIP	relationship	55128.0
MOVED	moved	55096.0
PROVE	prove	55079.0
PRIVATE	private	54978.0
WALL	wall	54813.0
SEAT	seat	54615.0
POSITION	position	54449.0
LIEUTENANT	lieutenant	54321.0
REALIZE	realize	54306.0
ESPECIALLY	especially	54148.0
MACHINE	machine	54140.0
WALKING	walking	54115.0
ART	art	54096.0
PLEASURE	pleasure	54085.0
BLOODY	bloody	54026.0
COLLEGE	college	53933.0
FRENCH	french	53911.0
INVOLVED	involved	53718.0
CRY	cry	53674.0
BECAME	became	53603.0
LIVED	lived	53550.0
IMPOSSIBLE	impossible	53527.0
OBVIOUSLY	obviously	53527.0
NEITHER	neither	53452.0
ACCEPT	accept	53291.0
BOYFRIEND	boyfriend	53124.0
BESIDES	besides	53110.0
QUEEN	queen	53006.0
TEACHER	teacher	53004.0
COPS	cops	52981.0
SAKE	sake	52827.0
LOVES	loves	52751.0
CARRY	carry	52734.0
TEACH	teach	52731.0
APARTMENT	apartment	52714.0
UPSET	upset	52565.0
GREEN	green	52557.0
LIKED	liked	52485.0
CUTE	cute	52240.0
EVIL	evil	52175.0
PROFESSOR	professor	52026.0
CONTACT	contact	51750.0
JOKE	joke	51728.0
COP	cop	51701.0
HUGE	huge	51581.0
HOLY	holy	51499.0
STORE	store	51492.0
JAIL	jail	51429.0
LIKES	likes	51334.0
LAWYER	lawyer	51332.0
DOUBT	doubt	51287.0
CONTINUE	continue	51279.0
APPRECIATE	appreciate	51258.0
CAT	cat	51175.0
SHOP	shop	50976.0
DRIVING	driving	50866.0
CONGRATULATIONS	congratulations	50847.0
WROTE	wrote	50800.0
VILLAGE	village	50792.0
QUIT	quit	50649.0
FIELD	field	50617.0
JAMES	james	50562.0
WINE	wine	50522.0
DECISION	decision	50446.0
SOUTH	south	50364.0
SLEEPING	sleeping	50357.0
SLOW	slow	50276.0
LAUGHTER	laughter	50196.0
ISLAND	island	50107.0
GLASS	glass	50103.0
BEGINNING	beginning	50069.0
CASH	cash	49976.0
DYING	dying	49963.0
HUNDRED	hundred	49823.0
WHOSE	whose	49808.0
DIFFERENCE	difference	49743.0
PLANE	plane	49704.0
PUSH	push	49690.0
CONTINUES	continues	49684.0
MMM	mmm	49655.0
SINGING	singing	49144.0
EATING	eating	49119.0
NORTH	north	49107.0
MRS	mrs	49087.0
TREE	tree	49017.0
MADAM	madam	48931.0
GIFT	gift	48891.0
TRUCK	truck	48807.0
PUTTING	putting	48797.0
BEAR	bear	48674.0
BOARD	board	48666.0
GRAB	grab	48653.0
BEER	beer	48641.0
STUCK	stuck	48497.0
MAGIC	magic	48484.0
SUPPORT	support	48351.0
RULES	rules	48345.0
GRUNTS	grunts	48253.0
PARTNER	partner	48247.0
REACH	reach	48221.0
WIND	wind	48063.0
COLONEL	colonel	48036.0
MAX	max	47938.0
IMMEDIATELY	immediately	47938.0
SECONDS	seconds	47936.0
THOUSAND	thousand	47934.0
GIVES	gives	47900.0
EXPERIENCE	experience	47824.0
CHEERS	cheers	47819.0
VICTIM	victim	47739.0
UPON	upon	47699.0
COMPUTER	computer	47672.0
CHRIST	christ	47650.0
PLANET	planet	47564.0
PROMISED	promised	47559.0
BUS	bus	47534.0
HENRY	henry	47491.0
DIRTY	dirty	47462.0
SEARCH	search	47439.0
STAYING	staying	47241.0
DREAMS	dreams	47210.0
ARREST	arrest	46994.0
HOLDING	holding	46938.0
SUDDENLY	suddenly	46833.0
USUALLY	usually	46770.0
LOTS	lots	46570.0
SHOES	shoes	46490.0
JUMP	jump	46358.0
RID	rid	46242.0
KNOCK	knock	46228.0
OWE	owe	46153.0
HARRY	harry	46028.0
GROW	grow	46010.0
WORST	worst	45845.0
RIVER	river	45834.0
AUNT	aunt	45834.0
PATIENT	patient	45828.0
KITCHEN	kitchen	45812.0
AAH	aah	45774.0
FAT	fat	45737.0
PASSED	passed	45678.0
FINAL	final	45614.0
SUMMER	summer	45611.0
